trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
373,False,"{'a': 0.3, 'e': 0.5269999999999997}",20,0,0.010939377075510404,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
374,False,"{'a': 0.3, 'e': 0.5259999999999997}",25,11,24.290642174514797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3, 'e': 0.5249999999999997}",25,7,-47.254761172726816,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
376,False,"{'a': 0.3, 'e': 0.5239999999999997}",35,4,-176.8148075523774,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 5}",1
377,False,"{'a': 0.3, 'e': 0.5229999999999997}",25,7,12.601384186781337,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.3, 'e': 0.5219999999999997}",30,13,6.605058491530315,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.5209999999999997}",25,8,-9.016186359688636,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
380,False,"{'a': 0.3, 'e': 0.5199999999999997}",20,0,-6.773459488635016,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
381,False,"{'a': 0.3, 'e': 0.5189999999999997}",20,2,-54.179549090366514,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
382,False,"{'a': 0.3, 'e': 0.5179999999999997}",25,9,-37.780686117304,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
383,False,"{'a': 0.3, 'e': 0.5169999999999997}",25,16,0.8035491849563783,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.5159999999999997}",20,7,-54.258583113142286,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
385,False,"{'a': 0.3, 'e': 0.5149999999999997}",30,2,-69.68646594710636,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 1}",1
386,False,"{'a': 0.3, 'e': 0.5139999999999997}",25,0,6.700098459000459,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.3, 'e': 0.5129999999999997}",25,0,-192.30693218883687,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 5}",0
388,False,"{'a': 0.3, 'e': 0.5119999999999997}",20,4,-28.682425281920903,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
389,False,"{'a': 0.3, 'e': 0.5109999999999997}",25,11,-41.15696669266277,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.5099999999999997}",20,12,11.04646113676192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.5089999999999997}",20,0,4.177907385031529,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
392,False,"{'a': 0.3, 'e': 0.5079999999999997}",20,0,-1.2403661885180295,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
393,False,"{'a': 0.3, 'e': 0.5069999999999997}",30,16,3.4291958397537905,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.5059999999999997}",25,15,6.712020930812087,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.3, 'e': 0.5049999999999997}",25,0,-47.42888100701773,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",1
396,False,"{'a': 0.3, 'e': 0.5039999999999997}",35,1,-12.16048292609947,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.5029999999999997}",25,14,6.741230515772393,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.5019999999999997}",20,0,-43.02777970292539,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
399,False,"{'a': 0.3, 'e': 0.5009999999999997}",20,7,-9.572693688702126,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.49999999999999967}",25,0,-191.8391164524412,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
401,False,"{'a': 0.3, 'e': 0.49899999999999967}",20,0,-78.53438593014666,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
402,False,"{'a': 0.3, 'e': 0.49799999999999967}",25,0,2.4638683882090646,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
403,False,"{'a': 0.3, 'e': 0.49699999999999966}",35,23,-31.64461390203924,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.3, 'e': 0.49599999999999966}",20,14,1.1130145474943203,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.3, 'e': 0.49499999999999966}",30,2,2.020007720777488,"{0: 22, 1: 5, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.3, 'e': 0.49399999999999966}",25,8,-38.84423951900875,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
407,False,"{'a': 0.3, 'e': 0.49299999999999966}",20,0,-71.34973205367461,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
408,False,"{'a': 0.3, 'e': 0.49199999999999966}",30,3,-86.77848069380192,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 1}",1
409,False,"{'a': 0.3, 'e': 0.49099999999999966}",25,0,-15.586813784530433,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
410,False,"{'a': 0.3, 'e': 0.48999999999999966}",20,13,12.674796723227184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.3, 'e': 0.48899999999999966}",25,0,-21.098238590984536,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
412,False,"{'a': 0.3, 'e': 0.48799999999999966}",25,11,-149.03384258882053,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 3}",1
413,False,"{'a': 0.3, 'e': 0.48699999999999966}",25,0,-14.400171842983683,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
414,False,"{'a': 0.3, 'e': 0.48599999999999965}",20,11,-8.764966444935858,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
415,False,"{'a': 0.3, 'e': 0.48499999999999965}",20,0,-129.63677031238802,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
416,False,"{'a': 0.3, 'e': 0.48399999999999965}",30,4,-60.62114399169412,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 1}",1
417,False,"{'a': 0.3, 'e': 0.48299999999999965}",25,0,-46.78008010289015,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
418,False,"{'a': 0.3, 'e': 0.48199999999999965}",25,14,-29.008935094598595,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.3, 'e': 0.48099999999999965}",20,0,-5.771682917236764,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
420,False,"{'a': 0.3, 'e': 0.47999999999999965}",20,0,-7.7995506531717025,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
421,False,"{'a': 0.3, 'e': 0.47899999999999965}",30,0,-52.38102884388804,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
422,False,"{'a': 0.3, 'e': 0.47799999999999965}",25,0,-56.37597147587904,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
423,False,"{'a': 0.3, 'e': 0.47699999999999965}",20,0,-23.97936860568549,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
424,False,"{'a': 0.3, 'e': 0.47599999999999965}",20,0,-61.000865020903035,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
425,False,"{'a': 0.3, 'e': 0.47499999999999964}",20,12,-37.59749529050378,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
426,False,"{'a': 0.3, 'e': 0.47399999999999964}",25,1,-52.64469864591524,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
427,False,"{'a': 0.3, 'e': 0.47299999999999964}",30,0,-53.29474292575424,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
428,False,"{'a': 0.3, 'e': 0.47199999999999964}",20,8,-44.8523231693169,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
429,False,"{'a': 0.3, 'e': 0.47099999999999964}",30,18,-3.882739478858091,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
430,False,"{'a': 0.3, 'e': 0.46999999999999964}",25,0,-25.19052606625336,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
431,False,"{'a': 0.3, 'e': 0.46899999999999964}",20,3,-28.09816018308222,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
432,False,"{'a': 0.3, 'e': 0.46799999999999964}",20,6,-56.10054247396897,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
433,False,"{'a': 0.3, 'e': 0.46699999999999964}",20,3,-66.42654538617909,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
434,False,"{'a': 0.3, 'e': 0.46599999999999964}",20,9,-36.83389563359209,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
435,False,"{'a': 0.3, 'e': 0.46499999999999964}",30,13,-9.15906628905852,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
436,False,"{'a': 0.3, 'e': 0.46399999999999963}",20,0,-54.67276700882835,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
437,False,"{'a': 0.3, 'e': 0.46299999999999963}",20,0,16.03433255427849,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.3, 'e': 0.46199999999999963}",30,15,24.85724638783527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.3, 'e': 0.46099999999999963}",20,12,1.4407237768968613,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.3, 'e': 0.45999999999999963}",20,0,-41.6661975865859,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
441,False,"{'a': 0.3, 'e': 0.45899999999999963}",30,0,-52.21566912104784,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
442,False,"{'a': 0.3, 'e': 0.45799999999999963}",25,11,-50.760441955355724,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
443,False,"{'a': 0.3, 'e': 0.45699999999999963}",20,0,-58.95200798067136,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
444,False,"{'a': 0.3, 'e': 0.45599999999999963}",25,8,-18.41430518692557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
445,False,"{'a': 0.3, 'e': 0.4549999999999996}",25,17,-2.783811457011056,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.3, 'e': 0.4539999999999996}",25,15,-4.323583462102684,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
447,False,"{'a': 0.3, 'e': 0.4529999999999996}",25,10,-46.51198519236496,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
448,False,"{'a': 0.3, 'e': 0.4519999999999996}",25,0,-109.40630890553867,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
449,False,"{'a': 0.3, 'e': 0.4509999999999996}",30,19,-2.7579334544739575,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
450,False,"{'a': 0.3, 'e': 0.4499999999999996}",30,8,-47.72762597733831,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
451,False,"{'a': 0.3, 'e': 0.4489999999999996}",20,8,-6.275330438317109,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.3, 'e': 0.4479999999999996}",25,1,-52.552679065825956,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
453,False,"{'a': 0.3, 'e': 0.4469999999999996}",25,0,-111.98254811067274,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
454,False,"{'a': 0.3, 'e': 0.4459999999999996}",20,13,16.774897365075176,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.3, 'e': 0.4449999999999996}",20,7,8.130323999669937,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.3, 'e': 0.4439999999999996}",30,10,-61.62947773629717,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
457,False,"{'a': 0.3, 'e': 0.4429999999999996}",25,5,-6.22158972936848,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
458,False,"{'a': 0.3, 'e': 0.4419999999999996}",25,11,-19.522846091510036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.3, 'e': 0.4409999999999996}",25,16,20.718545006199623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3, 'e': 0.4399999999999996}",20,3,-64.27289841790957,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
461,False,"{'a': 0.3, 'e': 0.4389999999999996}",25,8,-36.79122961257416,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
462,False,"{'a': 0.3, 'e': 0.4379999999999996}",20,10,-10.090395073228645,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.3, 'e': 0.4369999999999996}",20,12,13.533931219267574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.3, 'e': 0.4359999999999996}",20,0,-17.822260898181952,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
465,False,"{'a': 0.3, 'e': 0.4349999999999996}",25,8,-102.44640153802125,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
466,False,"{'a': 0.3, 'e': 0.4339999999999996}",20,3,-31.16386720878406,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
467,False,"{'a': 0.3, 'e': 0.4329999999999996}",25,4,32.47231801441925,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.3, 'e': 0.4319999999999996}",25,11,-11.744576605012627,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
469,False,"{'a': 0.3, 'e': 0.4309999999999996}",35,25,18.297099518604913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.3, 'e': 0.4299999999999996}",20,0,-46.97352862622638,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
471,False,"{'a': 0.3, 'e': 0.4289999999999996}",25,12,-40.9374464389631,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
472,False,"{'a': 0.3, 'e': 0.4279999999999996}",25,6,-84.65533922114301,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 2}",1
473,False,"{'a': 0.3, 'e': 0.4269999999999996}",30,16,-11.212702931041926,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
474,False,"{'a': 0.3, 'e': 0.4259999999999996}",25,3,1.4916180076777708,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
475,False,"{'a': 0.3, 'e': 0.4249999999999996}",20,0,-53.31205607615382,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
476,False,"{'a': 0.3, 'e': 0.4239999999999996}",25,13,2.4122532327009814,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.3, 'e': 0.4229999999999996}",20,13,4.395202091060966,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.3, 'e': 0.4219999999999996}",20,8,1.726972485996232,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.3, 'e': 0.4209999999999996}",25,15,-39.87677104417323,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
480,False,"{'a': 0.3, 'e': 0.4199999999999996}",30,0,-82.27955747684253,"{0: 26, 1: 0, 2: 0, 3: 2, 4: 2}",0
481,False,"{'a': 0.3, 'e': 0.4189999999999996}",20,0,-46.3583805524023,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
482,False,"{'a': 0.3, 'e': 0.4179999999999996}",20,6,-13.729169830201371,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
483,False,"{'a': 0.3, 'e': 0.4169999999999996}",30,6,-28.714165004528883,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
484,False,"{'a': 0.3, 'e': 0.4159999999999996}",25,2,-100.71574689229273,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 2}",1
485,False,"{'a': 0.3, 'e': 0.4149999999999996}",20,11,-6.739521075692451,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
486,False,"{'a': 0.3, 'e': 0.4139999999999996}",20,0,-9.530576124850796,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
487,False,"{'a': 0.3, 'e': 0.4129999999999996}",20,2,-9.649379843898398,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.4119999999999996}",25,5,-52.20252397413451,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
489,False,"{'a': 0.3, 'e': 0.4109999999999996}",25,1,-106.49525520838579,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 2}",1
490,False,"{'a': 0.3, 'e': 0.4099999999999996}",30,14,17.57929668577139,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.4089999999999996}",20,12,11.168135165503159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.3, 'e': 0.4079999999999996}",25,8,28.36497805244266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.3, 'e': 0.4069999999999996}",25,0,-23.12924447385379,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
494,False,"{'a': 0.3, 'e': 0.4059999999999996}",25,13,-29.623462894436294,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
495,False,"{'a': 0.3, 'e': 0.4049999999999996}",30,0,-35.103356924579394,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",1
496,False,"{'a': 0.3, 'e': 0.4039999999999996}",30,8,-41.614911239149095,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
497,False,"{'a': 0.3, 'e': 0.4029999999999996}",30,9,-0.18073490763380562,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
498,False,"{'a': 0.3, 'e': 0.4019999999999996}",20,0,-56.48489991098493,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
499,False,"{'a': 0.3, 'e': 0.4009999999999996}",30,15,17.32771697071099,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.3, 'e': 0.3999999999999996}",20,0,-52.79079540469184,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
501,False,"{'a': 0.3, 'e': 0.3989999999999996}",20,3,-10.088188159205153,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
502,False,"{'a': 0.3, 'e': 0.3979999999999996}",20,0,-48.637531871475474,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
503,False,"{'a': 0.3, 'e': 0.3969999999999996}",20,13,12.272535958055968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.3, 'e': 0.3959999999999996}",30,8,-26.907448457951258,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
505,False,"{'a': 0.3, 'e': 0.3949999999999996}",25,2,-36.88950345627329,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.3939999999999996}",25,6,-19.02643729321091,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
507,False,"{'a': 0.3, 'e': 0.39299999999999957}",35,0,-71.54258663459898,"{0: 29, 1: 2, 2: 2, 3: 0, 4: 2}",0
508,False,"{'a': 0.3, 'e': 0.39199999999999957}",20,5,-14.560677325734838,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
509,False,"{'a': 0.3, 'e': 0.39099999999999957}",20,6,-70.96584133493921,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
510,False,"{'a': 0.3, 'e': 0.38999999999999957}",25,12,-28.848558273468736,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
511,False,"{'a': 0.3, 'e': 0.38899999999999957}",20,0,-33.48492605868368,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
512,False,"{'a': 0.3, 'e': 0.38799999999999957}",25,0,-47.056208622473704,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
513,False,"{'a': 0.3, 'e': 0.38699999999999957}",20,11,5.199891824038117,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.3, 'e': 0.38599999999999957}",30,22,3.181477989613749,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.38499999999999956}",25,0,-55.42886998305326,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
516,False,"{'a': 0.3, 'e': 0.38399999999999956}",20,4,-16.339460722773,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
517,False,"{'a': 0.3, 'e': 0.38299999999999956}",20,5,20.424562022553093,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.3, 'e': 0.38199999999999956}",20,0,-60.54472344092529,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
519,False,"{'a': 0.3, 'e': 0.38099999999999956}",20,3,-18.80292860771406,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
520,False,"{'a': 0.3, 'e': 0.37999999999999956}",25,0,7.444274038401396,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
521,False,"{'a': 0.3, 'e': 0.37899999999999956}",25,0,-18.267749546575065,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
522,False,"{'a': 0.3, 'e': 0.37799999999999956}",20,6,-0.3435415299579683,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
523,False,"{'a': 0.3, 'e': 0.37699999999999956}",25,9,-9.113732874639249,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
524,False,"{'a': 0.3, 'e': 0.37599999999999956}",20,12,12.68130313216516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.3, 'e': 0.37499999999999956}",30,18,11.287357076072398,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.3, 'e': 0.37399999999999956}",20,12,14.381945070811884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.3, 'e': 0.37299999999999955}",20,9,6.832009863091826,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.3, 'e': 0.37199999999999955}",20,11,11.237636267909368,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.3, 'e': 0.37099999999999955}",20,11,5.729343671170634,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.3, 'e': 0.36999999999999955}",25,19,10.756472782771894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.3, 'e': 0.36899999999999955}",20,8,19.263360448751186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.3, 'e': 0.36799999999999955}",20,15,6.549272021940155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.3, 'e': 0.36699999999999955}",25,13,-10.139166552213148,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
534,False,"{'a': 0.3, 'e': 0.36599999999999955}",25,0,-19.127752402621134,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
535,False,"{'a': 0.3, 'e': 0.36499999999999955}",25,8,-4.008893908266638,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
536,False,"{'a': 0.3, 'e': 0.36399999999999955}",25,0,-13.802246059005482,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
537,False,"{'a': 0.3, 'e': 0.36299999999999955}",20,0,0.6105651614218581,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
538,False,"{'a': 0.3, 'e': 0.36199999999999954}",25,0,-152.4050273541035,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
539,False,"{'a': 0.3, 'e': 0.36099999999999954}",25,9,12.234810273084012,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.3, 'e': 0.35999999999999954}",25,7,19.078435255272993,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.3, 'e': 0.35899999999999954}",20,6,-4.8274786814044575,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
542,False,"{'a': 0.3, 'e': 0.35799999999999954}",20,16,7.412187966289726,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.3, 'e': 0.35699999999999954}",20,6,1.326772292378245,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
544,False,"{'a': 0.3, 'e': 0.35599999999999954}",25,0,-84.12616504539177,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
545,False,"{'a': 0.3, 'e': 0.35499999999999954}",30,10,-60.52309814423694,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
546,False,"{'a': 0.3, 'e': 0.35399999999999954}",20,11,12.167290657754943,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.3, 'e': 0.35299999999999954}",30,13,-94.00245198066003,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 2}",1
548,False,"{'a': 0.3, 'e': 0.35199999999999954}",25,14,19.642817512766047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.3, 'e': 0.35099999999999953}",25,9,8.67363654711313,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
550,False,"{'a': 0.3, 'e': 0.34999999999999953}",25,0,-30.426735726594856,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
551,False,"{'a': 0.3, 'e': 0.34899999999999953}",20,8,13.707880678577729,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.3, 'e': 0.34799999999999953}",25,12,-0.24527213376581813,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.3, 'e': 0.34699999999999953}",25,2,-32.89531306153751,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
554,False,"{'a': 0.3, 'e': 0.34599999999999953}",20,0,-31.482922459710668,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
555,False,"{'a': 0.3, 'e': 0.34499999999999953}",30,14,-25.340247113921357,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.3, 'e': 0.34399999999999953}",20,9,-6.673587122393254,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
